"Date","ZCTA5CE10","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2015-04-30,"10025","NY","New York","New York","New York",0,3583,-0.000836586726157278,0.0184764070494599,0.0202164009111617,5880
2015-04-30,"60657","IL","Chicago","Cook","Chicago",1,2033,0.0104373757455268,0.0335536349771225,-0.0428436911487759,18890
2015-04-30,"10023","NY","New York","New York","New York",2,4458,0.00814111261872456,0.0217740087096035,0.0352995819786345,8214
2015-04-30,"60614","IL","Chicago","Cook","Chicago",3,2328,0.014821272885789,0.044414535666218,0.0215006581834138,20776
2015-04-30,"79936","TX","El Paso","El Paso","El Paso",4,1040,0.00192678227360308,0.0186092066601371,0.00483091787439614,28730
2015-04-30,"10002","NY","New York","New York","New York",5,3754,-0.00159574468085106,0.0256830601092896,0.0544943820224719,1470
2015-04-30,"10467","NY","New York","Bronx","New York",6,1804,-0.00221238938053097,0.0361860999425617,0.0841346153846154,883
2015-04-30,"77084","TX","Houston","Harris","Houston",7,1412,0.00355366027007818,0.00785153461812991,0.0513775130305287,24207
2015-04-30,"94109","CA","San Francisco","San Francisco","San Francisco",8,4513,0.00311180262280507,0.0391434492286438,0.141664558563117,5271
2015-04-30,"11226","NY","New York","Kings","New York",9,2164,-0.0087036188731104,-0.0190389845874887,-0.101328903654485,1518
2015-04-30,"60640","IL","Chicago","Cook","Chicago",10,1584,0.00699300699300699,0.0212765957446809,-0.0875576036866359,13346
2015-04-30,"11375","NY","New York","Queens","New York",11,2329,-0.00128644939965695,-0.000429184549356223,0.0500450856627592,5993
2015-04-30,"11235","NY","New York","Kings","New York",12,2178,-0.00819672131147541,-0.00365965233302836,-0.0583657587548638,4717
2015-04-30,"10016","NY","New York","New York","New York",13,3831,0.00709779179810726,0.0295619457135179,0.0478665207877462,7415
2015-04-30,"75070","TX","Dallas-Fort Worth","Collin","McKinney",14,1862,0.00215285252960172,0.00976138828633406,0.0437219730941704,23782
2015-04-30,"90250","CA","Los Angeles","Los Angeles","Hawthorne",15,2424,0.000825763831544178,0.0133779264214047,0.0983235160851835,10322
2015-04-30,"37211","TN","Nashville","Davidson","Nashville",16,1378,-0.00505415162454874,0.025297619047619,0.130434782608696,17550
2015-04-30,"10009","NY","New York","New York","New York",17,4065,-0.00122850122850123,0.0180315552216379,0.108233369683751,997
2015-04-30,"10128","NY","New York","New York","New York",18,3476,-0.00258249641319943,0.014298220017508,0.0498338870431894,5448
2015-04-30,"37013","TN","Nashville","Davidson","Nashville",19,1302,-0.00153374233128834,0.0100853374709077,0.0822942643391521,18344
2015-04-30,"60647","IL","Chicago","Cook","Chicago",20,1817,0.00497787610619469,0.0225098480585256,-0.0194279546681058,10828
2015-04-30,"77449","TX","Houston","Harris","Cypress",21,1420,0.00353356890459364,0.00995732574679943,0.0534124629080119,26651
2015-04-30,"10029","NY","New York","New York","New York",22,2866,0.00139762403913347,0.0109347442680776,0.0265042979942693,871
2015-04-30,"60618","IL","Chicago","Cook","Chicago",23,1906,0.0176187933796049,0.043240284619595,-0.00780843310775638,11814
2015-04-30,"10011","NY","New York","New York","New York",24,5176,0.00543900543900544,0.0418679549114332,0.171305725277212,4663
2015-04-30,"77494","TX","Houston","Fort Bend","Cinco Ranch",25,2460,0.00572363041700736,0.0110974106041924,-0.0088638195004029,21282
2015-04-30,"79912","TX","El Paso","El Paso","El Paso",26,1303,-0.0173453996983409,-0.0283370618941089,0.0046260601387818,18719
2015-04-30,"90046","CA","Los Angeles","Los Angeles","Los Angeles",27,4270,0.000234246896228625,0.00541558747351071,0.219651528134819,7946
2015-04-30,"28269","NC","Charlotte","Mecklenburg","Charlotte",28,1244,0.00161030595813205,0.00728744939271255,0.0445004198152813,23412
2015-04-30,"78572","TX","McAllen","Hidalgo","Mission",29,1078,0.0065359477124183,0.0315789473684211,-0.00369685767097967,17736
2015-04-30,"30349","GA","Atlanta","Clayton","Riverdale",30,988,0,0.0133333333333333,0.0259605399792316,21543
2015-04-30,"10003","NY","New York","New York","New York",31,4694,0.00406417112299465,0.0384955752212389,0.151054438450221,2560
2015-04-30,"94565","CA","San Francisco","Contra Costa","Pittsburg",32,1813,0.000551876379690949,0.0196850393700787,0.0571428571428571,20742
2015-04-30,"10462","NY","New York","Bronx","New York",33,1837,-0.0192205018686599,0.0132377275234418,-0.011302475780409,12894
2015-04-30,"10456","NY","New York","Bronx","New York",34,1807,-0.00385887541345094,0.0243764172335601,-0.00385887541345094,614
2015-04-30,"75052","TX","Dallas-Fort Worth","Dallas","Grand Prairie",35,1404,0.000712758374910905,0.00429184549356223,0.0376940133037694,23288
2015-04-30,"21234","MD","Baltimore","Baltimore","Parkville",36,1617,-0.00369685767097967,0.00999375390381012,0.00559701492537313,20518
2015-04-30,"60613","IL","Chicago","Cook","Chicago",37,1625,-0.00306748466257669,-0.0145542753183748,-0.128686327077748,16038
2015-04-30,"11209","NY","New York","Kings","New York",38,2216,-0.00716845878136201,0.00135562584726615,-0.0766666666666667,3734
2015-04-30,"77573","TX","Houston","Galveston","League City",39,1904,0.00316122233930453,0.0127659574468085,0.028633171258779,23007
2015-04-30,"10463","NY","New York","Bronx","New York",40,2054,0.00391006842619746,0.0331991951710262,0.000487092060399415,1420
2015-04-30,"20009","DC","Washington","District of Columbia","Washington",41,2727,-0.00146466495789088,-0.00183016105417277,-0.0140997830802603,10872
2015-04-30,"30044","GA","Atlanta","Gwinnett","Lawrenceville",42,1210,0.0033167495854063,0.00749375520399667,0.0395189003436426,22282
2015-04-30,"11212","NY","New York","Kings","New York",43,1866,0.00974025974025974,-0.00213903743315508,-0.0748636588993555,1616
2015-04-30,"60625","IL","Chicago","Cook","Chicago",44,1762,0.00685714285714286,0.0334310850439883,-0.00339366515837104,9765
2015-04-30,"77036","TX","Houston","Harris","Houston",45,1252,0.00320512820512821,-0.00159489633173844,0.0228758169934641,9777
2015-04-30,"63376","MO","St. Louis","Saint Charles","Saint Peters",46,1395,-0.000716332378223496,0.0116026105873822,0.0325684678016284,24653
2015-04-30,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",47,1976,0.00202839756592292,0.00662251655629139,0.0482758620689655,6200
2015-04-30,"60629","IL","Chicago","Cook","Chicago",48,1344,0.00373412994772218,0.00523560209424084,-0.013215859030837,18531
2015-04-30,"29483","SC","Charleston","Dorchester","Summerville",49,1256,-0.00396510705789056,0.0120870265914585,0.026982829108749,18202
2015-04-30,"10024","NY","New York","New York","New York",50,4524,0.00667556742323097,0.036426116838488,0.122859270290395,3241
2015-04-30,"77584","TX","Houston","Brazoria","Pearland",51,1934,0.00467532467532468,0.0205804749340369,0.0920383963862225,17900
2015-04-30,"11206","NY","New York","Kings","New York",52,2630,0.000380372765310004,0.0178018575851393,-0.0912232204561161,2228
2015-04-30,"37042","TN","Clarksville","Montgomery","Clarksville",53,932,0.00322927879440258,0.00756756756756757,-0.0106157112526539,19183
2015-04-30,"11214","NY","New York","Kings","New York",54,2027,-0.00734573947110676,0.00795624067628046,-0.0637413394919169,2381
2015-04-30,"78613","TX","Austin","Williamson","Cedar Park",55,1721,0.00291375291375291,0.0111633372502938,0.0225787284610814,18225
2015-04-30,"78521","TX","Brownsville","Cameron","Brownsville",56,875,-0.00341685649202733,0.045400238948626,0.110406091370558,19633
2015-04-30,"30096","GA","Atlanta","Gwinnett","Duluth",57,1307,0.00461183704842429,0.00848765432098765,0.0523349436392915,14070
2015-04-30,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",58,1558,0.0012853470437018,-0.00192184497117233,0.00711053652230123,23067
2015-04-30,"94501","CA","San Francisco","Alameda","Alameda",59,3062,0.00823180770497201,0.0233957219251337,0.21604447974583,11412
2015-04-30,"11229","NY","New York","Kings","New York",60,2036,-0.0126091173617847,-0.0211538461538462,-0.116702819956616,7023
2015-04-30,"85032","AZ","Phoenix","Maricopa","Phoenix",61,1244,0.00565885206143896,0.0155102040816327,0.049789029535865,18785
2015-04-30,"60619","IL","Chicago","Cook","Chicago",62,1289,0.00781860828772478,0.0125687352710134,-0.0152788388082506,12702
2015-04-30,"66062","KS","Kansas City","Johnson","Olathe",63,1719,0.00644028103044497,0.00644028103044497,0.0405569007263923,19750
2015-04-30,"30043","GA","Atlanta","Gwinnett","Lawrenceville",64,1349,0.00671641791044776,0.00973053892215569,0.0441176470588235,22450
2015-04-30,"11201","NY","New York","New York","New York",65,3216,0.0075187969924812,0.0364163712536255,-0.0021718895439032,4971
2015-04-30,"90034","CA","Los Angeles","Los Angeles","Los Angeles",66,3536,0.00855675984027382,0.027906976744186,0.186577181208054,5264
2015-04-30,"77429","TX","Houston","Harris","Cypress",67,1824,0.0021978021978022,0.00662251655629139,0.0247191011235955,21353
2015-04-30,"94110","CA","San Francisco","San Francisco","San Francisco",68,4580,0.0166481687014428,0.0550564386086155,0.197698744769874,8588
2015-04-30,"78660","TX","Austin","Travis","Pflugerville",69,1531,0,0.0139072847682119,0.0580511402902557,17241
2015-04-30,"97701","OR","Bend","Deschutes","Bend",70,1603,0.00564617314930991,0.0126342387871131,0.100961538461538,18567
2015-04-30,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",71,1348,0.00822737471952132,0.0266565118050267,0.054773082942097,10333
2015-04-30,"11377","NY","New York","Queens","New York",72,2305,0,0.00435729847494553,0.078110383536015,2420
2015-04-30,"11234","NY","New York","Kings","New York",73,1940,-0.00716479017400205,-0.0211907164480323,-0.118181818181818,11247
2015-04-30,"07030","NJ","New York","Hudson","Hoboken",74,3075,0.00819672131147541,0.025,0.106911447084233,13974
2015-04-30,"44107","OH","Cleveland","Cuyahoga","Lakewood",75,1192,0.00505902192242833,0.00505902192242833,-0.00583819849874896,10502
2015-04-30,"90650","CA","Los Angeles","Los Angeles","Norwalk",76,2103,0.00142857142857143,0.020873786407767,0.0762538382804504,20905
2015-04-30,"77479","TX","Houston","Fort Bend","Sugar Land",77,2509,-0.00198886237072395,-0.00476001586671956,-0.0164641317130537,23220
2015-04-30,"77077","TX","Houston","Harris","Houston",78,2182,-0.00365296803652968,-0.000915750915750916,0.0465227817745803,11209
2015-04-30,"44035","OH","Cleveland","Lorain","Elyria",79,851,0.00235571260306243,-0.0058411214953271,0.0240673886883273,19492
2015-04-30,"90805","CA","Los Angeles","Los Angeles","Long Beach",80,2009,0.00701754385964912,0.0203148806500762,0.0754817987152034,11186
2015-04-30,"90044","CA","Los Angeles","Los Angeles","Los Angeles",81,1971,-0.00353892821031345,-0.00954773869346734,0.0919667590027701,8196
2015-04-30,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",82,2243,0.00673249551166966,0.00899685110211426,0.0809638554216867,21327
2015-04-30,"28277","NC","Charlotte","Mecklenburg","Charlotte",83,1809,0.00723830734966592,0.0180078784468205,0.0529685681024447,21380
2015-04-30,"10019","NY","New York","New York","New York",84,4139,-0.000482975126780971,0.0222277105458138,0.0629173086800205,7383
2015-04-30,"78130","TX","San Antonio","Comal","New Braunfels",85,1412,0.00355366027007818,0.014367816091954,0.0314097881665449,17726
2015-04-30,"92683","CA","Los Angeles","Orange","Westminster",86,2540,0.0095389507154213,0.0241935483870968,0.0596579057154777,15830
2015-04-30,"11207","NY","New York","Kings","New York",87,1870,0.00591715976331361,0.0140997830802603,-0.052204764318297,3007
2015-04-30,"60617","IL","Chicago","Cook","Chicago",88,1249,0.00888529886914378,0.016273393002441,-0.0226917057902973,18227
2015-04-30,"19143","PA","Philadelphia","Philadelphia","Philadelphia",89,930,0.00323624595469256,-0.00321543408360129,0.0391061452513966,21068
2015-04-30,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",90,2211,0.00866788321167883,0.0193637621023513,0.102193419740778,26111
2015-04-30,"90026","CA","Los Angeles","Los Angeles","Los Angeles",91,2722,0.00591278640059128,0.0322335987864998,0.158790974882929,4838
2015-04-30,"11355","NY","New York","Queens","New York",92,2223,-0.0017961383026493,0.00724966017217943,0.0796503156872268,5270
2015-04-30,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",93,1584,0.0319218241042345,0.0871654083733699,0.164705882352941,14986
2015-04-30,"73099","OK","Oklahoma City","Canadian","Yukon",94,1309,0.00229709035222052,0.00460475825019187,0.0339652448657188,22868
2015-04-30,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",95,1809,0.00667779632721202,0.00611790878754171,0.0237691001697793,25986
2015-04-30,"10314","NY","New York","Richmond","New York",96,2188,0.0120259019426457,0.0267480056311591,0.0176744186046512,17181
2015-04-30,"20002","DC","Washington","District of Columbia","Washington",97,2512,0.00641025641025641,0.0228013029315961,0.0282439623413835,12366
2015-04-30,"91910","CA","San Diego","San Diego","Chula Vista",98,2215,0.00271616115889543,0.0174552135966927,0.0423529411764706,14526
2015-04-30,"11215","NY","New York","Kings","New York",99,2731,-0.00219218122031421,0.00183418928833456,-0.0239456754824875,3543
2015-04-30,"87111","NM","Albuquerque","Bernalillo","Albuquerque",100,1325,-0.00450788880540947,0.0239567233384853,0.0400313971742543,17742
2015-04-30,"77379","TX","Houston","Harris","Spring",101,1911,0.00684931506849315,0.0186567164179104,0.0575539568345324,21849
2015-04-30,"85710","AZ","Tucson","Pima","Tucson",102,1046,0,-0.000955109837631328,-0.00475737392959087,16350
2015-04-30,"95630","CA","Sacramento","Sacramento","Folsom",103,1912,-0.00104493207941484,0.00420168067226891,0.00684570826750922,17095
2015-04-30,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",104,1552,0.00844704353476283,0.0170380078636959,0.0437121721587088,10816
2015-04-30,"94558","CA","Napa","Napa","Napa",105,2564,0.0272435897435897,0.0768584628307434,0.128024637043555,15428
2015-04-30,"78745","TX","Austin","Travis","Austin",106,1713,-0.0023296447291788,0.0196428571428571,0.0917782026768642,5020
2015-04-30,"78577","TX","McAllen","Hidalgo","Pharr",107,976,0.00411522633744856,0.0262881177707676,-0.0440744368266405,13984
2015-04-30,"08701","NJ","New York","Ocean","Lakewood Township",108,1769,0.0125930165998855,0.0320886814469078,0.0455082742316785,19557
2015-04-30,"02169","MA","Boston","Norfolk","Quincy",109,2184,-0.00364963503649635,0.0248709526044111,0.0622568093385214,10916
2015-04-30,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",110,1320,0.000758150113722517,0.00380228136882129,0.0177332305319969,19126
2015-04-30,"06010","CT","Hartford","Hartford","Bristol",111,1481,0.00338753387533875,0.0199724517906336,0.0563480741797432,16412
2015-04-30,"30281","GA","Atlanta","Henry","Stockbridge",112,1087,0.00741427247451344,0.0102230483271375,0.0303317535545024,17792
2015-04-30,"78666","TX","Austin","Hays","San Marcos",113,1322,0.00455927051671732,0.0145817344589409,0.0303975058456742,9148
2015-04-30,"85308","AZ","Phoenix","Maricopa","Glendale",114,1358,0.00518134715025907,0.00891530460624071,0.0609375,21050
2015-04-30,"78240","TX","San Antonio","Bexar","San Antonio",115,1300,0.00386100386100386,0.0124610591900312,0.0483870967741935,9700
2015-04-30,"11221","NY","New York","Kings","New York",116,2460,-0.00324149108589951,-0.00121802679658952,-0.031114612051989,537
2015-04-30,"17603","PA","Lancaster","Lancaster","Lancaster Township",117,1011,0.00397219463753724,0.0150602409638554,0.0586387434554974,16939
2015-04-30,"95608","CA","Sacramento","Sacramento","Carmichael",118,1911,0.000523560209424084,0.00209753539590981,0.0143312101910828,723
2015-04-30,"32210","FL","Jacksonville","Duval","Jacksonville",119,1004,0.00199600798403194,0.00500500500500501,0.0224032586558045,18516
2015-04-30,"30024","GA","Atlanta","Gwinnett","Suwanee",120,1777,-0.000562429696287964,-0.00280583613916947,0.0434527304756312,19845
2015-04-30,"85225","AZ","Phoenix","Maricopa","Chandler",121,1238,0.0040551500405515,0.0164203612479475,0.0394626364399664,18899
2015-04-30,"93722","CA","Fresno","Fresno","Fresno",122,1276,0.00156985871271586,0.00630914826498423,0.0493421052631579,18653
2015-04-30,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",123,1686,0.00237812128418549,0.0113977204559088,0.0230582524271845,20460
2015-04-30,"43055","OH","Columbus","Licking","Newark",124,827,0.0134803921568627,0.0311720698254364,0.04551201011378,19139
2015-04-30,"48180","MI","Detroit","Wayne","Taylor",125,909,-0.00328947368421053,-0.00655737704918033,0.0619158878504673,21121
2015-04-30,"11385","NY","New York","Queens","New York",126,2111,0,0.0262518230432669,0.0932159502848265,2911
2015-04-30,"60610","IL","Chicago","Cook","Chicago",127,1935,-0.0107361963190184,-0.0142638818135507,-0.0928270042194093,19878
2015-04-30,"11373","NY","New York","Queens","New York",128,2162,0.00418021365536461,0.0159774436090226,0.0750870213823968,3631
2015-04-30,"80013","CO","Denver","Arapahoe","Aurora",129,1746,0.00808314087759815,0.0355871886120996,0.111394016549968,22887
2015-04-30,"90066","CA","Los Angeles","Los Angeles","Los Angeles",130,3863,0.00625162802813233,0.00363730839179008,0.195235148514851,10926
2015-04-30,"98052","WA","Seattle","King","Redmond",131,2386,0.00378628523348759,0.0110169491525424,0.0609159626500667,16219
2015-04-30,"10028","NY","New York","New York","New York",132,4749,-0.000420964007577352,0.0330650424189689,0.268768367619557,2366
2015-04-30,"20906","MD","Washington","Montgomery","Silver Spring",133,1951,0,0.00515198351365276,0.0295514511873351,20372
2015-04-30,"89108","NV","Las Vegas","Clark","Las Vegas",134,1037,0.00193236714975845,0.00777453838678328,0.0277502477700694,17974
2015-04-30,"14850","NY","Ithaca","Tompkins","Ithaca",135,1820,0.0532407407407407,0.0520231213872832,0.121380160197166,9485
2015-04-30,"78704","TX","Austin","Travis","Austin",136,2240,-0.00267141585040071,0.003584229390681,0.0270518110958276,9655
2015-04-30,"87114","NM","Albuquerque","Bernalillo","Albuquerque",137,1249,-0.00636435958631663,0.0237704918032787,0.0313790255986788,18455
2015-04-30,"65807","MO","Springfield","Greene","Springfield",138,802,0.00124843945068664,0.00124843945068664,0.0164765525982256,15478
2015-04-30,"94533","CA","Vallejo","Solano","Fairfield",139,1645,0.00488698839340257,0.0300563556668754,0.0558408215661104,16606
2015-04-30,"44060","OH","Cleveland","Lake","Mentor",140,1340,-0.000745712155108128,0.0143830431491294,0.0291858678955453,23401
2015-04-30,"85364","AZ","Yuma","Yuma","Yuma",141,887,-0.00560538116591928,-0.0144444444444444,0.0195402298850575,15935
2015-04-30,"43081","OH","Columbus","Franklin","Westerville",142,1419,-0.00140745953553835,0.0078125,0.032,18023
2015-04-30,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",143,1634,0.00368550368550369,0.0136476426799007,0.059662775616083,19300
2015-04-30,"60634","IL","Chicago","Cook","Chicago",144,1669,0.00845921450151057,-0.0193889541715629,-0.0441008018327606,18965
2015-04-30,"08753","NJ","New York","Ocean","Toms River",145,1787,0.0107466063348416,0.0317551963048499,-0.00887409872434831,23486
2015-04-30,"95823","CA","Sacramento","Sacramento","Sacramento",146,1307,0.00538461538461538,0.02109375,0.0348376880443389,15433
2015-04-30,"91709","CA","Riverside","San Bernardino","Chino Hills",147,2291,0.00969590127809608,0.00836267605633803,0.0123729562527618,20768
2015-04-30,"92804","CA","Los Angeles","Orange","Anaheim",148,2331,0.00344382264313388,0.00560828300258844,0.0228170250109697,12452
2015-04-30,"92677","CA","Los Angeles","Orange","Laguna Niguel",149,3178,0.00442477876106195,0.0101716465352829,0.0502313284864508,21487
2015-04-30,"27410","NC","Greensboro","Guilford","Greensboro",150,1346,0.017384731670446,0.0353846153846154,0.00899550224887556,18288
2015-04-30,"90019","CA","Los Angeles","Los Angeles","Los Angeles",151,3215,0.0174050632911392,0.0381013884404262,0.21046686746988,4897
2015-04-30,"60611","IL","Chicago","Cook","Chicago",152,2054,-0.00868725868725869,-0.0325011775788978,-0.0911504424778761,21594
2015-04-30,"92109","CA","San Diego","San Diego","San Diego",153,2911,0.00379310344827586,0.019614711033275,0.0878176382660688,10453
2015-04-30,"11236","NY","New York","Kings","New York",154,1876,-0.00053276505061268,-0.00106496272630458,-0.0629370629370629,3907
2015-04-30,"91911","CA","San Diego","San Diego","Chula Vista",155,2081,0.0062862669245648,0.0251231527093596,0.0743417656169334,14052
2015-04-30,"37075","TN","Nashville","Sumner","Hendersonville",156,1591,-0.00810473815461347,-0.000628140703517588,0.082312925170068,20499
2015-04-30,"60620","IL","Chicago","Cook","Chicago",157,1277,0.00393081761006289,0.004720692368214,-0.011609907120743,13217
2015-04-30,"94536","CA","San Francisco","Alameda","Fremont",158,2825,0.0118194842406877,0.0405156537753223,0.132718524458701,17512
2015-04-30,"43123","OH","Columbus","Franklin","Grove City",159,1266,0.00158227848101266,0.00396510705789056,0.0360065466448445,19834
2015-04-30,"60628","IL","Chicago","Cook","Chicago",160,1231,0.00571895424836601,0.00654129190515127,-0.0276461295418641,18590
2015-04-30,"44256","OH","Cleveland","Medina","Medina",161,1444,0.0161857846586911,-0.010958904109589,0.00627177700348432,19433
2015-04-30,"60016","IL","Chicago","Cook","Des Plaines",162,1592,0.00887198986058302,0.0101522842639594,-0.0124069478908189,20407
2015-04-30,"02148","MA","Boston","Middlesex","Malden",163,2195,0.0237873134328358,0.0608989850169164,0.14025974025974,7564
2015-04-30,"45011","OH","Cincinnati","Butler","Hamilton",164,1391,-0.00429491768074445,-0.0211118930330753,0.00433212996389892,20023
2015-04-30,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",165,1586,0.000630914826498423,0.000630914826498423,0.0345727332028702,18024
2015-04-30,"19111","PA","Philadelphia","Philadelphia","Philadelphia",166,1261,0.00238473767885533,0.0395713107996702,0.0438741721854305,16159
2015-04-30,"43130","OH","Columbus","Fairfield","Lancaster",167,1202,0.022108843537415,0.0789946140035907,0.150239234449761,18050
2015-04-30,"90201","CA","Los Angeles","Los Angeles","Bell",168,1985,0.00608210846426761,0.0153452685421995,0.0741341991341991,4159
2015-04-30,"33647","FL","Tampa","Hillsborough","Tampa",169,1728,0.00115874855156431,0.0134897360703812,0.0291840381179273,18296
2015-04-30,"75228","TX","Dallas-Fort Worth","Dallas","Dallas",170,1243,0.012214983713355,0.0445378151260504,0.0874890638670166,14789
2015-04-30,"11211","NY","New York","Kings","New York",171,2909,0.00137693631669535,0.0210600210600211,-0.0377108832285809,3261
2015-04-30,"28027","NC","Charlotte","Cabarrus","Concord",172,1308,-0.00683371298405467,-0.00304878048780488,0.0651465798045603,19786
2015-04-30,"92345","CA","Riverside","San Bernardino","Hesperia",173,1168,0.00171526586620926,0.00863557858376511,0.018308631211857,20354
2015-04-30,"77450","TX","Houston","Fort Bend","Cinco Ranch",174,2009,0.00199501246882793,-0.00544554455445545,0.018762677484787,19843
2015-04-30,"20011","DC","Washington","District of Columbia","Washington",175,2477,0,0.0106079151366789,0.0122599100939926,13799
2015-04-30,"92503","CA","Riverside","Riverside","Riverside",176,1697,0,0.00951814396192742,0.0475308641975309,17859
2015-04-30,"07002","NJ","New York","Hudson","Bayonne",177,2046,0.000978473581213307,0.0174042764793635,0.11377245508982,11064
2015-04-30,"90280","CA","Los Angeles","Los Angeles","South Gate",178,2019,0.00547808764940239,0.0140632847815168,0.0796791443850267,10598
2015-04-30,"23454","VA","Virginia Beach","Virginia Beach City","Virginia Beach",179,1636,-0.0024390243902439,0.00368098159509202,0.0231394621638524,18177
2015-04-30,"89121","NV","Las Vegas","Clark","Las Vegas",180,1108,0.0036231884057971,0.00544464609800363,0.0174471992653811,14827
2015-04-30,"85281","AZ","Phoenix","Maricopa","Tempe",181,1244,0.0089213300892133,0.0171708912510221,0.0632478632478632,10792
2015-04-30,"65203","MO","Columbia","Boone","Columbia",182,1343,-0.00296956198960653,-0.00296956198960653,-0.00885608856088561,15997
2015-04-30,"90004","CA","Los Angeles","Los Angeles","Los Angeles",183,3885,0.00335743801652893,0.0305039787798408,0.303691275167785,4221
2015-04-30,"28314","NC","Fayetteville","Cumberland","Fayetteville",184,855,-0.00116822429906542,0.00352112676056338,-0.023972602739726,16595
2015-04-30,"91730","CA","Riverside","San Bernardino","Rancho Cucamonga",185,1852,-0.00107874865156419,0.00488334237655996,0.0381165919282511,14489
2015-04-30,"40475","KY","Richmond","Madison","Richmond",186,1125,0.016260162601626,0.0236578707916288,0.0796545105566219,7494
2015-04-30,"11372","NY","New York","Queens","New York",187,2224,0.00406320541760722,0.0244127130354675,0.0811861934856587,1473
2015-04-30,"21740","MD","Hagerstown","Washington","Hagerstown",188,1164,0.00431406384814495,0.0282685512367491,0.0878504672897196,16940
2015-04-30,"06902","CT","Stamford","Fairfield","Stamford",189,2443,0.00122950819672131,0.0136929460580913,0.0493986254295533,11494
2015-04-30,"47906","IN","Lafayette","Tippecanoe","West Lafayette",190,1255,0.00803212851405622,0.0261651676206051,0.007223113964687,10624
2015-04-30,"77095","TX","Houston","Harris","Cypress",191,1756,0.00114025085518814,0.00803673938002296,0.0378250591016548,18910
2015-04-30,"33012","FL","Miami-Fort Lauderdale","Miami-Dade","Hialeah",192,1580,0.00317460317460317,0.0167310167310167,0.0394736842105263,16647
2015-04-30,"89117","NV","Las Vegas","Clark","Las Vegas",193,1326,0.00606980273141123,0.00454545454545455,0.0099009900990099,17666
2015-04-30,"10027","NY","New York","New York","New York",194,3195,-0.00529265255292653,0.00915982312065698,0.0621675531914894,783
2015-04-30,"27406","NC","Greensboro","Guilford","Greensboro",195,876,0.00343642611683849,0,0.019790454016298,20617
2015-04-30,"78245","TX","San Antonio","Bexar","San Antonio",196,1235,0.0040650406504065,0.0223509933774834,0.0628227194492255,14184
2015-04-30,"30062","GA","Atlanta","Cobb","Marietta",197,1764,0.0120481927710843,0.0214244354371743,0.0297723292469352,20250
2015-04-30,"46227","IN","Indianapolis","Marion","Indianapolis",198,1099,0.00365296803652968,0.0185356811862836,0.0110395584176633,12738
2015-04-30,"29732","SC","Charlotte","York","Rock Hill",199,1308,0.0069284064665127,0.0556900726392252,0.208872458410351,17314
2015-04-30,"46307","IN","Chicago","Lake","Crown Point",200,1510,0.00265604249667995,-0.00983606557377049,0.00265604249667995,26056
2015-04-30,"98103","WA","Seattle","King","Seattle",201,2437,0.00994612515540821,0.0274030354131535,0.0982424515547544,14124
2015-04-30,"92021","CA","San Diego","San Diego","El Cajon",202,2118,0.00141843971631206,0.0182692307692308,0.0516385302879841,10679
2015-04-30,"92126","CA","San Diego","San Diego","San Diego",203,2276,0.00176056338028169,0.0151650312221231,0.0556586270871985,18874
2015-04-30,"97229","OR","Portland","Washington","Cedar Mill",204,2202,0.0265734265734266,0.0377002827521206,0.102653980971457,18618
2015-04-30,"33186","FL","Miami-Fort Lauderdale","Miami-Dade","The Crossings",205,1871,0.00160599571734475,0.00971397733405289,0.0319911748483177,21276
2015-04-30,"27610","NC","Raleigh","Wake","Raleigh",206,1127,0.00625,0.0189873417721519,0.0199095022624434,18568
2015-04-30,"07093","NJ","New York","Hudson","West New York",207,2425,0.00165220983064849,-0.0126221498371336,0.0753880266075388,7658
2015-04-30,"92335","CA","Riverside","San Bernardino","Fontana",208,1540,0.00522193211488251,0.0111621799080762,0.0398379473328832,15037
2015-04-30,"60626","IL","Chicago","Cook","Chicago",209,1464,-0.00543478260869565,0.00411522633744856,-0.110571081409478,7785
2015-04-30,"90706","CA","Los Angeles","Los Angeles","Bellflower",210,2219,0.00271125169453231,0.0202298850574713,0.0571700809909481,9539
2015-04-30,"48103","MI","Ann Arbor","Washtenaw","Ann Arbor",211,1912,0.0105708245243129,-0.0169665809768638,0.0213675213675214,17886
2015-04-30,"11238","NY","New York","Kings","New York",212,2766,-0.00144404332129964,0.0135580798827409,-0.00610851598993891,2230
2015-04-30,"93065","CA","Ventura","Ventura","Simi Valley",213,2454,0.00368098159509202,-0.00122100122100122,0.00863131935881628,20150
