"Date","ZCTA5CE10","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2015-04-30,"85746","AZ","Tucson","Pima","Drexel Heights",2412,969,0,-0.00615384615384615,0.00518672199170124,9484
2015-04-30,"91607","CA","Los Angeles","Los Angeles","Los Angeles",2413,3162,0.00636537237428389,0.0326583932070542,0.119688385269122,5106
2015-04-30,"77006","TX","Houston","Harris","Houston",2414,2441,0.0028759244042728,0.0128630705394191,0.105525362318841,5449
2015-04-30,"97404","OR","Eugene","Lane","Eugene",2415,1251,-0.00159616919393456,0.00160128102481986,0.0583756345177665,10178
2015-04-30,"46112","IN","Indianapolis","Hendricks","Brownsburg",2416,1303,0.00540123456790123,0.00695517774343122,-0.00153256704980843,12346
2015-04-30,"47715","IN","Evansville","Vanderburgh","Evansville",2417,1078,-0.00185185185185185,-0.00553505535055351,0.0845070422535211,6940
2015-04-30,"94531","CA","San Francisco","Contra Costa","Antioch",2418,2087,0.00192030724915987,0.0131067961165049,0.0572441742654509,11961
2015-04-30,"59715","MT","Bozeman","Gallatin","Bozeman",2419,1399,-0.00142755174875089,-0.0277970813064628,0.0028673835125448,7369
2015-04-30,"30341","GA","Atlanta","Dekalb","Chamblee",2420,1644,0.000608642726719416,0.0294301815904822,0.21060382916053,7063
2015-04-30,"92591","CA","Riverside","Riverside","Temecula",2421,1947,0.00828586224754013,0.00933125972006221,0.0274406332453826,9744
2015-04-30,"90807","CA","Los Angeles","Los Angeles","Long Beach",2422,2451,-0.00122249388753056,0.0170124481327801,0.0869179600886918,7664
2015-04-30,"98203","WA","Seattle","Snohomish","Everett",2423,1616,0.00810979413599501,0.0189155107187894,0.0292993630573248,9761
2015-04-30,"03038","NH","Boston","Rockingham","Derry",2424,1690,0.0186859553948162,0.0412815773259396,0.105297580117724,9883
2015-04-30,"18951","PA","Philadelphia","Bucks","Richland Township",2425,1523,0.003955174686882,0.0059445178335535,0.0561719833564494,10192
2015-04-30,"10801","NY","New York","Westchester","New Rochelle",2426,3325,0.0109455761629675,0.0562261753494282,0.0732730794060684,3425
2015-04-30,"91505","CA","Los Angeles","Los Angeles","Burbank",2427,2789,0.00722282412423257,0.0291512915129151,0.12778002426203,7510
2015-04-30,"44133","OH","Cleveland","Cuyahoga","North Royalton",2428,1658,0.00851581508515815,0.0427672955974843,0.141087405368204,9957
2015-04-30,"33060","FL","Miami-Fort Lauderdale","Broward","Pompano Beach",2429,1657,0.00852099817407182,0.00729483282674772,0.0103658536585366,7865
2015-04-30,"77706","TX","Beaumont","Jefferson","Beaumont",2430,1494,0.0135685210312076,0.0498945888966971,0.221586263286999,9623
2015-04-30,"54311","WI","Green Bay","Brown","Green Bay",2431,1080,0.0140845070422535,0.0516066212268744,-0.010989010989011,10904
2015-04-30,"75013","TX","Dallas-Fort Worth","Collin","Allen",2432,2550,-0.00390625,0.0075069142631371,0.0336441021483583,9083
2015-04-30,"67203","KS","Wichita","Sedgwick","Wichita",2433,806,0.0075,0.0163934426229508,0.0176767676767677,9075
2015-04-30,"79416","TX","Lubbock","Lubbock","Lubbock",2434,1196,-0.014827018121911,-0.0260586319218241,0.0337078651685393,8041
2015-04-30,"28677","NC","Statesville","Iredell","Statesville",2435,939,0.0107642626480086,0.0468227424749164,0.033003300330033,15694
2015-04-30,"20817","MD","Washington","Montgomery","Bethesda",2436,3551,0.00084554678692221,0.00995449374288965,-0.000281531531531532,13821
2015-04-30,"30117","GA","Atlanta","Carroll","Carrollton",2437,908,0.0190796857463524,0.0271493212669683,-0.0130434782608696,8781
2015-04-30,"20783","MD","Washington","Prince Georges","Chillum",2438,1763,0.00341491178144565,0.00341491178144565,0.00915855752718947,8074
2015-04-30,"55433","MN","Minneapolis-St Paul","Anoka","Coon Rapids",2439,1396,0.00721500721500722,0.0160116448326055,0.0167516387472688,10430
2015-04-30,"60654","IL","Chicago","Cook","Chicago",2440,1865,-0.00373931623931624,-0.0401441070509521,-0.117786187322611,8613
2015-04-30,"75904","TX","Lufkin","Angelina","Lufkin",2441,1191,-0.00167644593461861,-0.00832639467110741,0.0249569707401033,6955
2015-04-30,"20109","VA","Washington","Prince William","Bull Run",2442,1674,-0.00238379022646007,0.00540540540540541,0.0213544844417328,8179
2015-04-30,"78596","TX","McAllen","Hidalgo","Weslaco",2443,1015,0.0119641076769691,0.0617154811715481,-0.0087890625,12943
2015-04-30,"98502","WA","Olympia","Thurston","Olympia",2444,1515,0.00397614314115308,0.0106737825216811,0.0278154681139756,9767
2015-04-30,"53216","WI","Milwaukee","Milwaukee","Milwaukee",2445,1013,-0.000986193293885602,0.00997008973080758,0.00796019900497512,6370
2015-04-30,"39042","MS","Jackson","Rankin","Brandon",2446,1285,0.0158102766798419,0.00942655145326002,0.0964163822525597,9906
2015-04-30,"30305","GA","Atlanta","Fulton","Atlanta",2447,2593,0.010916179337232,0.00387146728610143,0.113831615120275,9673
2015-04-30,"78154","TX","San Antonio","Guadalupe","Schertz",2448,1446,0.000692041522491349,0.00346981263011797,0.0395398993529835,9788
2015-04-30,"60107","IL","Chicago","Cook","Streamwood",2449,1510,0.00398936170212766,-0.00592495062541145,-0.00853578463558766,13281
2015-04-30,"20815","MD","Washington","Montgomery","Friendship Village",2450,3452,0.00290528762347472,0.0209997042295179,-0.0176437108708025,11960
2015-04-30,"45458","OH","Dayton","Montgomery","Centerville",2451,1614,-0.00920810313075507,-0.0200364298724954,0.0352790250160359,10183
2015-04-30,"34684","FL","Tampa","Pinellas","Palm Harbor",2452,1304,0.00153609831029186,0.00307692307692308,0.0448717948717949,11680
2015-04-30,"92618","CA","Los Angeles","Orange","Irvine",2453,3001,-0.00629139072847682,0.00133466800133467,0.0729352878083661,3777
2015-04-30,"92867","CA","Los Angeles","Orange","Orange",2454,2799,0.000715051841258491,0.00178954903364352,0.0385899814471243,9872
2015-04-30,"08618","NJ","Trenton","Mercer","Trenton",2455,1348,0.0297937356760886,0.0564263322884013,-0.091644204851752,9337
2015-04-30,"15236","PA","Pittsburgh","Allegheny","Baldwin Township",2456,1223,-0.008110300081103,0.00410509031198686,0.0208681135225376,10818
2015-04-30,"48642","MI","Midland","Midland","Midland Township",2457,968,0.0189473684210526,0.0125523012552301,0.0590809628008753,9359
2015-04-30,"20170","VA","Washington","Fairfax","Herndon",2458,2292,0.00482244629548444,0.0119205298013245,0.062586926286509,10841
2015-04-30,"60612","IL","Chicago","Cook","Chicago",2459,1543,0.00455729166666667,0.00718015665796345,-0.0704819277108434,4178
2015-04-30,"85258","AZ","Phoenix","Maricopa","Scottsdale",2460,2279,0.0265765765765766,0.0634624358376108,0.155093765838824,13781
2015-04-30,"19047","PA","Philadelphia","Bucks","Middletown Township",2461,1964,0.0181441161223432,0.053083109919571,0.052518756698821,10051
2015-04-30,"48640","MI","Midland","Midland","Midland Township",2462,946,0.012847965738758,0.00211864406779661,0.0453038674033149,10269
2015-04-30,"33169","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Gardens",2463,1625,0.00184956843403206,0.00308641975308642,0.035691523263225,4283
2015-04-30,"30344","GA","Atlanta","Fulton","East Point",2464,937,0.00536480686695279,0.0229257641921397,0.0353591160220995,8743
2015-04-30,"19966","DE","Seaford","Sussex","Millsboro",2465,1421,-0.00906555090655509,0.0252525252525253,0.0604477611940299,4435
2015-04-30,"32082","FL","Jacksonville","Saint Johns","Ponte Vedra Beach",2466,2498,0.00604107933950866,0.00888529886914378,0.0352258599254041,13575
2015-04-30,"83401","ID","Idaho Falls","Bonneville","Idaho Falls",2467,932,0.00975081256771398,0.00539374325782093,0.0837209302325582,7632
2015-04-30,"90620","CA","Los Angeles","Orange","Buena Park",2468,2357,0.00554607508532423,0.0120223271790468,0.0374119718309859,11013
2015-04-30,"33071","FL","Miami-Fort Lauderdale","Broward","Coral Springs",2469,2333,0.00214776632302406,0.00777537796976242,0.00517018526497199,11594
2015-04-30,"74014","OK","Tulsa","Tulsa","Broken Arrow",2470,1328,-0.00150375939849624,0.0114242193450114,0.0199692780337942,11066
2015-04-30,"34491","FL","Ocala","Marion","Summerfield",2471,1197,0.0169923534409516,0.0336787564766839,0.0725806451612903,8957
2015-04-30,"10305","NY","New York","Richmond","New York",2472,2119,0.00808753568030447,0.0148467432950192,0.0251572327044025,6812
2015-04-30,"59801","MT","Missoula","Missoula","Missoula",2473,1168,0.00776531492666091,0.00257510729613734,0.0956848030018762,7292
2015-04-30,"06405","CT","New Haven","New Haven","Branford",2474,1787,0.0056274620146314,0.0188141391106043,0.0739182692307692,10129
2015-04-30,"20707","MD","Washington","Prince Georges","Laurel",2475,1847,-0.00162162162162162,0.00708833151581243,0.034733893557423,10403
2015-04-30,"80204","CO","Denver","Denver","Denver",2476,1635,0.00925925925925926,0.0354654844838505,0.103238866396761,6420
2015-04-30,"29841","SC","Augusta","Aiken","North Augusta",2477,900,0.0169491525423729,0.0262257696693273,0.0676156583629893,14431
2015-04-30,"32084","FL","Jacksonville","Saint Johns","Saint Augustine",2478,1315,0.00152322924600152,0.0146604938271605,0.0486443381180223,9764
2015-04-30,"06053","CT","Hartford","Hartford","New Britain",2479,1407,0.015884476534296,0.0618867924528302,0.0578947368421053,6397
2015-04-30,"45417","OH","Dayton","Montgomery","Dayton",2480,660,0.00609756097560976,0.0443037974683544,0.0185185185185185,11985
2015-04-30,"98059","WA","Seattle","King","Renton",2481,2114,0.00570884871550904,0.0242248062015504,0.0741869918699187,10774
2015-04-30,"76006","TX","Dallas-Fort Worth","Tarrant","Arlington",2482,1779,0.00622171945701358,0.0224137931034483,0.0385288966725044,3109
2015-04-30,"92707","CA","Los Angeles","Orange","Santa Ana",2483,2179,0.00137867647058824,0.00276115968706857,0.0215658696671355,9038
2015-04-30,"90068","CA","Los Angeles","Los Angeles","Los Angeles",2484,4502,0.00311942959001783,0.0278538812785388,0.211843876177658,6485
2015-04-30,"37814","TN","Morristown","Hamblen","Morristown",2485,953,0.00210304942166141,0.0225321888412017,0.0313852813852814,12736
2015-04-30,"37363","TN","Chattanooga","Hamilton","Ooltewah",2486,1610,0.00625,0.0407239819004525,0.019632678910703,10067
2015-04-30,"99163","WA","Pullman","Whitman","Pullman",2487,1274,-0.0124031007751938,-0.0406626506024096,0.0870307167235495,4035
2015-04-30,"50310","IA","Des Moines","Polk","Des Moines",2488,1223,0.0132560066280033,0.0294612794612795,0.0737489025460931,10389
2015-04-30,"19013","PA","Philadelphia","Delaware","Chester Township",2489,963,0.00417101147028154,0.0288461538461538,0.07,10912
2015-04-30,"85286","AZ","Phoenix","Maricopa","Chandler",2490,1657,0.0109823062843197,0.0228395061728395,0.0628608082103913,11076
2015-04-30,"77407","TX","Houston","Fort Bend","Richmond",2491,1776,0.00395703787450537,0.00509337860780985,0.0248124639353722,9681
2015-04-30,"60504","IL","Chicago","Kane","Aurora",2492,1608,0.00311915159076731,0.0151515151515152,0.0183660544648512,10458
2015-04-30,"62269","IL","St. Louis","Saint Clair","O Fallon",2493,1296,-0.0121951219512195,-0.0218867924528302,0.0117096018735363,9376
2015-04-30,"53719","WI","Madison","Dane","Madison",2494,1571,-0.00380469245402663,0.0135483870967742,0.0466355762824783,8038
2015-04-30,"34683","FL","Tampa","Pinellas","Palm Harbor",2495,1614,0.00373134328358209,0.0202275600505689,0.0241116751269036,13181
2015-04-30,"11357","NY","New York","Queens","New York",2496,2237,-0.0127978817299206,-0.00754214729370009,0.0517160319699107,6895
2015-04-30,"98087","WA","Seattle","Snohomish","Picnic Point-North Lynnwood",2497,1839,0.000544069640914037,0.000544069640914037,0.0581127733026467,6846
2015-04-30,"32824","FL","Orlando","Orange","Meadow Woods",2498,1338,0.00299850074962519,0.00981132075471698,0.0284396617986164,11742
2015-04-30,"28052","NC","Charlotte","Gaston","Gastonia",2499,734,-0.006765899864682,-0.0147651006711409,-0.00136054421768707,9408
2015-04-30,"33573","FL","Tampa","Hillsborough","Sun City Center",2500,1238,0.000808407437348424,-0.00402252614641995,0.0256835128417564,12539
2015-04-30,"80010","CO","Denver","Arapahoe","Aurora",2501,1445,0.0104895104895105,0.0516739446870451,0.20216306156406,7430
2015-04-30,"72653","AR","Mountain Home","Baxter","Mountain Home",2502,978,0.00513874614594039,-0.00710659898477157,0.0349206349206349,8814
2015-04-30,"92374","CA","Riverside","San Bernardino","Redlands",2503,1639,0.000610500610500611,-0.00846944948578342,0.0218204488778055,9702
2015-04-30,"33162","FL","Miami-Fort Lauderdale","Miami-Dade","North Miami Beach",2504,1684,0.00537313432835821,0.0126277811184606,0.0287110568112401,10137
2015-04-30,"48507","MI","Flint","Genesee","Flint",2505,630,0.00638977635782748,0.0210696920583468,-0.010989010989011,10109
2015-04-30,"55109","MN","Minneapolis-St Paul","Ramsey","Maplewood",2506,1394,0.00359971202303816,0.00432276657060519,-0.0224403927068724,9191
2015-04-30,"43214","OH","Columbus","Franklin","Columbus",2507,1569,0,0.026160889470242,0.0880721220527046,9111
2015-04-30,"92570","CA","Riverside","Riverside","Perris",2508,1530,0.00459619172685489,0.0132450331125828,0.0240963855421687,7041
2015-04-30,"48071","MI","Detroit","Oakland","Madison Heights",2509,1122,0.00178571428571429,-0.0166520595968449,-0.0105820105820106,9966
2015-04-30,"32578","FL","Destin","Okaloosa","Niceville",2510,1480,-0.0047074646940148,0.00611828687967369,0.002031144211239,11675
2015-04-30,"20003","DC","Washington","District of Columbia","Washington",2511,2778,-0.00785714285714286,-0.0120910384068279,0.0664107485604607,6261
2015-04-30,"94014","CA","San Francisco","San Mateo","Daly City",2512,3217,0.0106817467797675,0.0478827361563518,0.177956792383742,8555
2015-04-30,"48021","MI","Detroit","Macomb","Eastpointe",2513,892,0.00112233445566779,0,0.0045045045045045,12859
2015-04-30,"90032","CA","Los Angeles","Los Angeles","Los Angeles",2514,2059,0.0073385518590998,0.0346733668341709,0.0825446898002103,7047
2015-04-30,"60659","IL","Chicago","Cook","Chicago",2515,1761,0.00628571428571429,0.0352733686067019,0.00113700966458215,5937
2015-04-30,"02886","RI","Providence","Kent","Warwick",2516,1453,-0.00274536719286205,-0.00954328561690525,-0.0195681511470985,9695
2015-04-30,"77356","TX","Houston","Montgomery","Montgomery",2517,1885,-0.00632577754348972,-0.00211752249867655,0.0250135943447526,11193
2015-04-30,"02908","RI","Providence","Providence","Providence",2518,1411,0.00498575498575499,0.00355618776671408,0.0649056603773585,4350
2015-04-30,"85741","AZ","Tucson","Pima","Tucson",2519,1075,-0.00278293135435993,-0.00370713623725672,0.012241054613936,9534
2015-04-30,"50322","IA","Des Moines","Polk","Urbandale",2520,1431,0,0.0214132762312634,0.0384615384615385,10342
2015-04-30,"30238","GA","Atlanta","Clayton","Irondale",2521,854,0.00234741784037559,0.00352526439482961,0.00826446280991736,13087
2015-04-30,"89012","NV","Las Vegas","Clark","Henderson",2522,1411,0.00570206699928724,0.0121951219512195,0.0261818181818182,10029
2015-04-30,"95401","CA","Santa Rosa","Sonoma","Santa Rosa",2523,2126,0.0138292799237005,0.042156862745098,0.149810708491076,8076
2015-04-30,"93635","CA","Merced","Merced","Los Banos",2524,1113,0.0018001800180018,0.00998185117967332,0.0519848771266541,10113
2015-04-30,"23832","VA","Richmond","Chesterfield","Chesterfield",2525,1412,-0.00352858151023289,0.00070871722182849,0.0187590187590188,12892
2015-04-30,"63130","MO","St. Louis","Saint Louis","University City",2526,1212,-0.00410846343467543,0.00580912863070539,0.146641438032167,10281
2015-04-30,"80017","CO","Denver","Arapahoe","Aurora",2527,1564,0.00256410256410256,0.0249017038007864,0.136627906976744,10270
2015-04-30,"95835","CA","Sacramento","Sacramento","Sacramento",2528,1647,0.0036563071297989,0.0110497237569061,0.0437262357414449,10768
2015-04-30,"19141","PA","Philadelphia","Philadelphia","Philadelphia",2529,1069,0.00944287063267233,0.0239463601532567,0.0722166499498496,8008
2015-04-30,"50401","IA","Mason City","Cerro Gordo","Mason City",2530,1035,0.0247524752475248,0.132385120350109,0.116504854368932,11805
2015-04-30,"80209","CO","Denver","Denver","Denver",2531,2665,0.00908746686861038,0.0265793528505393,0.123050990307627,8936
2015-04-30,"32301","FL","Tallahassee","Leon","Tallahassee",2532,1009,-0.00099009900990099,0.022289766970618,0.0212550607287449,7761
2015-04-30,"27502","NC","Raleigh","Wake","Apex",2533,1545,0.00717079530638853,0.0171165240289664,0.0293137908061292,10796
2015-04-30,"33713","FL","Tampa","Pinellas","Saint Petersburg",2534,1175,0.00170502983802217,0.00945017182130584,0.0720802919708029,11193
2015-04-30,"23323","VA","Virginia Beach","Chesapeake City","Chesapeake",2535,1556,0.00128700128700129,0.00128700128700129,0.0136807817589577,10471
2015-04-30,"91206","CA","Los Angeles","Los Angeles","Glendale",2536,2785,0.0036036036036036,0.0269174041297935,0.121175523349436,6314
2015-04-30,"54401","WI","Wausau","Marathon","Wausau",2537,1055,-0.00659133709981168,0.0424901185770751,0.0678137651821862,10266
2015-04-30,"50701","IA","Waterloo","Black Hawk","Waterloo",2538,1129,0.0125560538116592,0.136958710976838,0.293241695303551,11857
2015-04-30,"23229","VA","Richmond","Henrico","Tuckahoe",2539,1550,0.00714749837556855,0.013734466971877,0.0340226817878586,10539
2015-04-30,"78729","TX","Austin","Williamson","Jollyville",2540,1714,0.00351288056206089,0.0202380952380952,0.0534726490473264,5588
2015-04-30,"45036","OH","Cincinnati","Warren","Lebanon",2541,1531,-0.00130463144161774,0.00922874093605801,0.00591327201051248,9583
2015-04-30,"88011","NM","Las Cruces","Dona Ana","Las Cruces",2542,1196,0.00251466890192791,0,0.0230966638152267,9267
2015-04-30,"30161","GA","Rome","Floyd","Rome",2543,946,-0.0186721991701245,-0.0395939086294416,-0.020703933747412,8299
2015-04-30,"71270","LA","Ruston","Lincoln","Ruston",2544,1360,0.00147275405007364,-0.00366300366300366,0.0164424514200299,5303
2015-04-30,"37922","TN","Knoxville","Knox","Knoxville",2545,1780,-0.00835654596100279,-0.0138504155124654,-0.0225151015925316,11646
2015-04-30,"94520","CA","San Francisco","Contra Costa","Concord",2546,1992,0.00758725341426404,0.0268041237113402,0.0915068493150685,6807
2015-04-30,"47711","IN","Evansville","Vanderburgh","Evansville",2547,815,0.011166253101737,0.00493218249075216,0.00617283950617284,12867
2015-04-30,"35209","AL","Birmingham","Jefferson","Homewood",2548,1478,0.0116358658453114,0.0165061898211829,0.21048321048321,6956
2015-04-30,"93555","CA","Bakersfield","Kern","Ridgecrest",2549,1214,0.00496688741721854,0.00579950289975145,0.0848972296693476,8933
2015-04-30,"23321","VA","Virginia Beach","Chesapeake City","Chesapeake",2550,1581,0.00317258883248731,-0.00503461296412838,0.0239637305699482,10885
2015-04-30,"20148","VA","Washington","Loudoun","Ashburn",2551,2814,0.00213675213675214,0,0.00571837026447462,8875
2015-04-30,"45215","OH","Cincinnati","Hamilton","Wyoming",2552,1068,0.00659754948162111,0.0259365994236311,0.107883817427386,8417
2015-04-30,"70817","LA","Baton Rouge","East Baton Rouge","Baton Rouge",2553,1592,0.016602809706258,0.0756756756756757,0.100968188105118,10992
2015-04-30,"30342","GA","Atlanta","Fulton","Sandy Springs",2554,2746,0.00182415176942722,0.000364298724954463,0.104141535987133,7646
2015-04-30,"97211","OR","Portland","Multnomah","Portland",2555,1881,0.0211726384364821,0.0736301369863014,0.177096370463079,10850
2015-04-30,"29301","SC","Spartanburg","Spartanburg","Spartanburg",2556,1020,0.0139165009940358,0.0602910602910603,0.118421052631579,9149
2015-04-30,"32541","FL","Destin","Okaloosa","Destin",2557,1648,0.00121506682867558,0.0104230533415083,0.034526051475204,14574
2015-04-30,"02816","RI","Providence","Kent","Coventry",2558,1509,-0.012434554973822,-0.0162972620599739,-0.017578125,9526
2015-04-30,"31204","GA","Macon","Bibb","Macon",2559,871,0.0127906976744186,0.0766378244746601,-0.00457142857142857,7658
2015-04-30,"80206","CO","Denver","Denver","Denver",2560,2587,0.00897035881435257,0.0241488519398258,0.139145750770586,7715
2015-04-30,"21113","MD","Baltimore","Anne Arundel","Odenton",2561,1904,-0.00209643605870021,0.00210526315789474,0.003690036900369,10207
2015-04-30,"44805","OH","Ashland","Ashland","Ashland",2562,899,0.0333333333333333,0.130817610062893,0.0676959619952494,7882
2015-04-30,"39180","MS","Vicksburg","Warren","Vicksburg",2563,1092,0.0469798657718121,0.0540540540540541,0.165421558164354,7616
2015-04-30,"04103","ME","Portland","Cumberland","Portland",2564,1604,-0.0110974106041924,0.00943989930774072,0.207831325301205,8483
2015-04-30,"91107","CA","Los Angeles","Los Angeles","Pasadena",2565,2793,0.01085776330076,0.0234518138512276,0.0842391304347826,8768
2015-04-30,"44128","OH","Cleveland","Cuyahoga","Cleveland",2566,898,-0.00332963374028857,-0.00111234705228031,-0.0153508771929825,9907
2015-04-30,"89149","NV","Las Vegas","Clark","Las Vegas",2567,1277,-0.000782472613458529,-0.00156372165754496,0.0216,11020
2015-04-30,"92264","CA","Riverside","Riverside","Palm Springs",2568,2187,-0.00228102189781022,-0.0310146211785556,-0.00771324863883848,14742
2015-04-30,"21742","MD","Hagerstown","Washington","Hagerstown",2569,1303,0.0211598746081505,0.0219607843137255,0.0415667466027178,9979
2015-04-30,"28451","NC","Wilmington","Brunswick","Leland",2570,1207,-0.0057660626029654,-0.0114660114660115,0.00919732441471572,8584
2015-04-30,"93012","CA","Ventura","Ventura","Camarillo",2571,2473,0.00324543610547667,0.00979991833401388,0.029130253849355,11136
2015-04-30,"72956","AR","Fort Smith","Crawford","Van Buren",2572,911,0.00662983425414365,0.0328798185941043,0.048331415420023,7602
2015-04-30,"92240","CA","Riverside","Riverside","Desert Hot Springs",2573,1230,0.00737100737100737,0.0106820049301561,0.0370994940978078,9426
2015-04-30,"33401","FL","Miami-Fort Lauderdale","Palm Beach","West Palm Beach",2574,1563,0.00256574727389352,0.00579150579150579,-0.0126342387871131,11428
2015-04-30,"19958","DE","Seaford","Sussex","Lewes",2575,1511,-0.0207388204795852,-0.0111256544502618,0.0209459459459459,8077
2015-04-30,"28211","NC","Charlotte","Mecklenburg","Charlotte",2576,1805,0.0140449438202247,0.0191981931112366,-0.00605726872246696,9052
2015-04-30,"75230","TX","Dallas-Fort Worth","Dallas","Dallas",2577,3458,-0.000866801502455938,0.0297796307325789,0.284546805349183,9113
2015-04-30,"42003","KY","Paducah","McCracken","Woodlawn-Oakdale",2578,941,-0.00212089077412513,0.0118279569892473,0.0573033707865168,4494
2015-04-30,"54914","WI","Appleton","Outagamie","Appleton",2579,1064,0.000940733772342427,0.0094876660341556,0.0991735537190083,8370
2015-04-30,"56401","MN","Brainerd","Crow Wing","Brainerd",2580,1208,0.00834724540901502,0.0342465753424658,-0.0250201775625504,10558
2015-04-30,"94534","CA","Vallejo","Solano","Fairfield",2581,2216,0.00135562584726615,-0.00449236298292902,0.0597800095648015,11747
2015-04-30,"95757","CA","Sacramento","Sacramento","Elk Grove",2582,1810,0.00611450806003335,-0.0011037527593819,0.0225988700564972,11322
2015-04-30,"93313","CA","Bakersfield","Kern","Bakersfield",2583,1440,-0.00483759502418798,-0.00552486187845304,0.0183875530410184,11125
2015-04-30,"93292","CA","Visalia","Tulare","Visalia",2584,1232,0.00244100895036615,0.00900900900900901,0.00735895339329518,10350
2015-04-30,"72762","AR","Fayetteville","Washington","Springdale",2585,1310,-0.0007627765064836,0.0242376856919468,0.112999150382328,9069
2015-04-30,"36526","AL","Daphne","Baldwin","Daphne",2586,1370,0.00809418690213392,0.0178306092124814,0.0778914240755311,8383
2015-04-30,"08820","NJ","New York","Middlesex","Edison",2587,2261,0.000885347498893316,0.0125391849529781,-0.062214848610535,10382
2015-04-30,"30014","GA","Atlanta","Newton","Covington",2588,997,0.00100401606425703,0.0267765190525232,0.043979057591623,11575
2015-04-30,"19709","DE","Philadelphia","New Castle","Middletown",2589,1878,0.00535331905781585,0.0206521739130435,0.0824207492795389,11617
2015-04-30,"21212","MD","Baltimore","Baltimore City","Baltimore",2590,1638,0,0,0.0840502978160159,11543
2015-04-30,"71112","LA","Shreveport","Bossier","Bossier City",2591,1100,-0.0116801437556155,-0.0222222222222222,-0.087893864013267,8855
2015-04-30,"30132","GA","Atlanta","Paulding","Dallas",2592,1213,0.00580431177446103,0.0227655986509275,0.0947653429602888,10759
2015-04-30,"76132","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2593,2127,0.0162446249402771,0.0508893280632411,0.0191662673694298,4037
2015-04-30,"33801","FL","Lakeland","Polk","Lakeland",2594,906,0.00221238938053097,0.0111607142857143,0.0330672748004561,6240
2015-04-30,"71901","AR","Hot Springs","Garland","Hot Springs",2595,862,-0.0347144456886898,-0.116803278688525,-0.0878306878306878,6654
2015-04-30,"77571","TX","Houston","Harris","La Porte",2596,1418,0.00567375886524823,0.0128571428571429,0.0685757347400151,11215
2015-04-30,"61614","IL","Peoria","Peoria","Peoria",2597,1202,0.0379965457685665,0.0741733690795353,0.176125244618395,9721
2015-04-30,"55122","MN","Minneapolis-St Paul","Dakota","Eagan",2598,1585,-0.00126023944549464,0.012779552715655,-0.0081351689612015,10682
2015-04-30,"75077","TX","Dallas-Fort Worth","Denton","Lewisville",2599,1940,-0.00154400411734431,-0.000515198351365276,0.0509209100758397,11257
2015-04-30,"92831","CA","Los Angeles","Orange","Fullerton",2600,2581,0.00780944943381492,0.0217735550277118,0.0352988367428801,6294
2015-04-30,"80027","CO","Boulder","Boulder","Louisville",2601,2333,0.011270047680971,0.0017174753112924,0.0490107913669065,10323
2015-04-30,"96707","HI","Honolulu","Honolulu","Kapolei",2602,2545,0.00632661130881771,0.0143483459545636,0.0738396624472574,11790
2015-04-30,"33143","FL","Miami-Fort Lauderdale","Miami-Dade","Glenvar Heights",2603,2467,0.00162403572878603,0.0156442980650473,0.0466694951209164,11363
2015-04-30,"98002","WA","Seattle","King","Auburn",2604,1502,0.00805369127516779,0.0107671601615074,0.0622347949080622,5863
2015-04-30,"78541","TX","McAllen","Hidalgo","Edinburg",2605,1029,-0.000970873786407767,0.0352112676056338,-0.0310734463276836,7047
2015-04-30,"33404","FL","Miami-Fort Lauderdale","Palm Beach","Riviera Beach",2606,1525,0.005273566249176,0.0187040748162993,-0.00586701434159061,12163
2015-04-30,"03301","NH","Concord","Merrimack","Concord",2607,1392,-0.00357909806728704,-0.0127659574468085,-0.0485304169514696,6882
2015-04-30,"30329","GA","Atlanta","Dekalb","North Druid Hills",2608,1735,0.00115406809001731,-0.00857142857142857,0.11432241490045,3633
2015-04-30,"19116","PA","Philadelphia","Philadelphia","Philadelphia",2609,1494,0.014945652173913,0.0717360114777618,0.0648610121168924,8299
2015-04-30,"60101","IL","Chicago","Du Page","Addison",2610,1713,0.0118133490844654,0.0226865671641791,0.00528169014084507,10050
2015-04-30,"93905","CA","Salinas","Monterey","Salinas",2611,1675,0,-0.0216121495327103,0.0534591194968553,7120
2015-04-30,"53208","WI","Milwaukee","Milwaukee","Milwaukee",2612,1079,-0.00185013876040703,0.0384985563041386,0.0609636184857424,3583
2015-04-30,"77025","TX","Houston","Harris","Houston",2613,2303,-0.00732758620689655,-0.00818260120585702,0.0515981735159817,6700
2015-04-30,"85257","AZ","Phoenix","Maricopa","Scottsdale",2614,1377,0.00731528895391368,0.0207561156412157,0.079153605015674,9933
2015-04-30,"68521","NE","Lincoln","Lancaster","Lincoln",2615,1222,0.0217391304347826,0.0691163604549431,0.149576669802446,8678
2015-04-30,"79915","TX","El Paso","El Paso","El Paso",2616,876,-0.00227790432801822,0.0103806228373702,-0.00792751981879955,9045
2015-04-30,"14226","NY","Buffalo","Erie","Amherst",2617,1380,0.0430839002267574,0.0154525386313466,0.0502283105022831,9201
2015-04-30,"33764","FL","Tampa","Pinellas","Clearwater",2618,1366,0.00960827790096083,0.014105419450631,0.0459418070444104,8490
